writer,article,likes,replys_count,replys,datetime,img,tags
kimsujin86,아리따움에서 겟 ㅋㅋ너무 맘에듬 다음엔 나머지 4개도 다 쓸어와야지♡#일상 #데일리 #아리따움 #틴트 #물틴트추천,4,1,"(1, 'beauty_theqoo', '요즘 핫한 뷰티정보를 알려드리는 뷰티더쿠입니다. 인생템을 받을 수 있는 이벤트와 뷰티에 대한 리얼정보 놓치지 마세요~')",2017-12-11 09:25,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#일상', '#데일리', '#아리따움', '#틴트', '#물틴트추천'"
ssumin1019,"아리따움 홀리데이 섀도우파레트너무 예뿌다,,,,😘😘😘😘😘 케이스도 이뿌고 색조합도 넘조아!...#아리따움 #홀리데이에디션 #아리따움홀리데이 #아리따움홀리데이아이섀도우팔레트 #섀도우팔레트 #색조합 #최고 #영롱보스",20,13,"(1, 'loveling_bling', '☺️👍🏻'), (2, '__hyo_ju__', '헐 나 저 파우치 아리따움 카톡으로봤는데'), (3, 'hibilng', '👏👏'), (4, 'dubuuuuu', '😋'), (5, 'ssumin1019', '@__hyo_ju__ ㅋㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋ온라인품절이길래...오프에서삿지8ㅁ8'), (6, 'skrud0127', '오올ㅋㅋㅋㅋㅋㅋㅋ'), (7, '__hyo_ju__', '@ssumin1019 벌써품절이라고..? 어제카톡왔는데....'), (8, 'ssumin1019', '@__hyo_ju__ 웅ㅇ.....출시는11월말에햇엇나바ㅏ'), (9, 'ssumin1019', '@__hyo_ju__ ㅇ아ㅏ섀도우가품절!!파우치는걍같이주던데 파우치별루야 너가질래??'), (10, 'ssumin1019', '@skrud0127 ㅋㅋㅌㅌㅋㅋㅋㅋㅋ넘예뻐서텅장인데지름.......'), (11, '__hyo_ju__', '@ssumin1019 별루야? 영롱하던뎁??'), (12, 'ssumin1019', '@__hyo_ju__ 웅ㅇ다사진빨이야사진찍어서보여줄까,,,? 그리구너무작아....필통수준임'), (13, '__hyo_ju__', '@ssumin1019 올 보여줫')",2017-12-11 09:00,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#홀리데이에디션', '#아리따움홀리데이', '#아리따움홀리데이아이섀도우팔레트', '#섀도우팔레트', '#색조합', '#최고', '#영롱보스'"
yun___0511,평소에 귀찮아서 섀도우 안쓰는데또샀어 또씨벌 또지랄났네 사고나서 처음에 테스트로 써보고 쳐박아둘텐데그래도 자주 쓰도록 노력은 해볼게 이쁜 화장품들아 #99 #19 #고3 #고쓰리 #셀스타그램 #아리따움 #모노아이즈 #메이크업 #화장 #얼스타그램 #좋아요 #섀도우 #지름신 #맞팔 #맞팔은댓글 #선팔 #팔로미 #팔로워 #팔로잉 #팔로우 #셀피 #일상 #투데이 #오늘 #좋아요반사 #댓글 #힘듬,61,5,"(1, 'susu1sang', '맞팔해용👋'), (2, 'kangggggh', '반사용🤗'), (3, 'heoshee', '사진이 너무 예쁘네요! 소통해요!'), (4, '__hyun0921', '기엽네 ㅎㅎ'), (5, 'yun___0511', '@__hyun0921 너가 훨씬 더')",2017-12-11 08:59,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#99', '#19', '#고3', '#고쓰리', '#셀스타그램', '#아리따움', '#모노아이즈', '#메이크업', '#화장', '#얼스타그램', '#좋아요', '#섀도우', '#지름신', '#맞팔', '#맞팔은댓글', '#선팔', '#팔로미', '#팔로워', '#팔로잉', '#팔로우', '#셀피', '#일상', '#투데이', '#오늘', '#좋아요반사', '#댓글', '#힘듬'"
park_kyeong_mi,원래는 오일제품 안쓰는데..한파가 오려고 그러는지..스킨케어 꼼꼼히 발라도 속건조가 심해 샀는데..단품으로 주는줄알았는데..홀리데이10%할인 받아서 삼..캔들향 good👍#아리따움 #IOPE #골든글로우페이스오일 #캔들 #홀리데이,19,3,"(1, 'eunhee_2015', '구경잘하고갑니다 ^^'), (2, 'park_kyeong_mi', '@eunhee_2015 감사합니다..😶'), (3, 'sbeauty_c', '구경 잘하고 갑니다. 제인스타도 놀러오셔요~ ^^')",2017-12-11 08:39,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#IOPE', '#골든글로우페이스오일', '#캔들', '#홀리데이'"
jeehyun_02,윙크가 세상에서 제일 힘들었어요........#윙크 #카메라360 #Enhance #cool #여신30 #화장 #에뛰드 #더샘 #아리따움 #이니스프리 #미샤 #더페이스샵 #토니모리 #스킨푸드 #심심스타그램 #셀스타그램 #선팔,35,9,"(1, 'da_plastic_surgery', 'Great~!'), (2, 'mpro_01', '👏👏👏'), (3, 'jegaring', '오늘도 내일도, 웃음 가득한 하루 보내세요~👏'), (4, 'de_lash_essence', '굉장히 매력적이네요~ 제것도 매력적임 ㅋㅋ'), (5, 'dia__mant_', '👏👏👏'), (6, 'beautyobling', '좋은하루되세용!'), (7, 'im.artistar', '😇'), (8, '77zoe777', '안녕하세요 이쁜 피드 잘 구경하고 가요 :)'), (9, 'forsythe.bu', '멋진 소통하고 싶어요~')",2017-12-11 08:05,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#윙크', '#카메라360', '#Enhance', '#cool', '#여신30', '#화장', '#에뛰드', '#더샘', '#아리따움', '#이니스프리', '#미샤', '#더페이스샵', '#토니모리', '#스킨푸드', '#심심스타그램', '#셀스타그램', '#선팔'"
sehyun_1211,벌써 추운 겨울이오고 내 16번째 생일도 돌아왔다😑 축하해줘서 고맙고 사랑해❤💙💚💛💜°°#16번째생일 #02년생 #12월11일 #오늘 #하루종일 #기분이좋다💕️ #사랑해 #선물 #편지 #금복이엄마#연진이 #진현이#유진언니 #동준이 #편지보고울컥 #페리페라#아리따움 #이니스프리 #이요르인형 #눈이내린다 #조금있음 #졸업 #12월도 #끝나간다 #다들 #고맙고 #사랑해💋#인스타그램 #일상스타그램,19,3,"(1, 'wessenkorea', '예쁘네요~'), (2, 'suhyeon6620', '세현이 생일축하해~😉'), (3, 'sehyun_1211', '@suhyeon6620 고마워융❤❤')",2017-12-11 06:55,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#16번째생일', '#02년생', '#12월11일', '#오늘', '#하루종일', '#기분이좋다💕️', '#사랑해', '#선물', '#편지', '#금복이엄마', '#연진이', '#진현이', '#유진언니', '#동준이', '#편지보고울컥', '#페리페라', '#아리따움', '#이니스프리', '#이요르인형', '#눈이내린다', '#조금있음', '#졸업', '#12월도', '#끝나간다', '#다들', '#고맙고', '#사랑해💋', '#인스타그램', '#일상스타그램'"
u_u__zz,#함박눈❄_읏츄,165,25,"(1, 'u_u__zz', '#눈내린다 #펑펑 #함박눈 #익산 #광주 #메이크업 #화장품사고싶다 #클쓰마쓰 #블러셔 #에뛰드 #미샤 #아리따움 #섀도우 #토니모리 #립 #지속력괜츈'), (2, 'lipby', '와우..😺'), (3, 'hwasa_official', '자주 놀러올께요~'), (4, 'the._.sing', '(๑´•.̫ • `๑)'), (5, 'de_lash_essence', '자주놀러갈게요~ 저희것도 구경하세요~ㅋㅋ'), (6, 'mpro_01', '😄👍'), (7, 'kayom_v', '피드 잘 보고 갑니다~'), (8, 'dia__mant_', '😄👍'), (9, 'hesunm', '예쁘다..'), (10, 'u_u__zz', '@hesunm 그치'), (11, 'cebu_ace_crab', '친구해요~^^'), (12, 'leeminhair_hyunah', '또 놀러올께용~ :)'), (13, 'monellii_', '사진분위기좋아요~'), (14, 'asmr.min', '💬 같이 팔로잉했으면 좋겠어요'), (15, 'forsythe.bu', '멋진 소통하고 싶어요~'), (16, 'hongdae_ems', '😇'), (17, 'a.si_yeon', '😄👍'), (18, 'ji_mo_lee', '우리 소통해요~!'), (19, 'jjyu5053', '피드보고 구경왔어용'), (20, 'unnidool', '안녕하세요  팔로잉하실까요 😊 올리신 사진 와 굳이네요'), (21, 'salonde_the_charm', '사진 예뻐요~'), (22, 'kimsowon_86', '감기 조심 하세요~😷'), (23, 'healseedlab', '우리 소통해요 🙌'), (24, 'gimgoon_company', '구경왔어요~~'), (25, 'hairhyuntaeyang_', '올린 사진 리얼 좋네요 굳')",2017-12-11 06:46,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,'#함박눈❄_읏츄'
lee_hyun_ji_777,;-;#셀카 #아리따움 #긴머리 #새벽 #검정색 #빨간색#개털 #북실북실 #art #illust #illustrator #노트북#머리기르기 #아이라인 #셀스타그램 #셀카,47,14,"(1, 'lynncompany', '즐거운 하루 보내세요😄'), (2, 'lee_hyun_ji_777', '@lynncompany 네 감사합니당'), (3, '_microcosme_', '구경하고 가요~✨💫'), (4, 'lee_hyun_ji_777', '@_microcosme_ ^-^ 네 🍒🍒'), (5, 'hrxxexxds', '이 사진 존예에요ㅠㅠ엉엉'), (6, 'lee_hyun_ji_777', '@hrxxexxds 아 진짜요? 사진필터 덕분이긴 한데 ㅋㅋ 감사합니다 ㅠ 🍒🐘😀'), (7, 'wessenkorea', '예쁨돋네요'), (8, 'lee_hyun_ji_777', '@wessenkorea 감사합니다아 😀'), (9, 'bameenji', '고릴라ㅂㄱㅋㅋ'), (10, 'lee_hyun_ji_777', '@bameenji 고릴라 닮았다고? ㅋㅋㅋㅋ'), (11, 'lee_hyun_ji_777', 'ㅠㅠ'), (12, 'bameenji', '아니 뒤에 고릴라그림'), (13, 'lee_hyun_ji_777', '@bameenji 아 그렇구낭 😀'), (14, 'feelgoom', '노트북 해시태그 잘봤습니다 ㅎ 인스타 글들 올리신거 보고 관심사 비슷하셔서 댓글답니다. 저희는  노트북,맥북,아이패드  등 it제품 매입 업체 입니다!제 아디 클릭해 놀러오세요')",2017-12-11 06:33,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#셀카', '#아리따움', '#긴머리', '#새벽', '#검정색', '#빨간색', '#개털', '#북실북실', '#art', '#illust', '#illustrator', '#노트북', '#머리기르기', '#아이라인', '#셀스타그램', '#셀카'"
sungmi_ko,#피부관리 춥고 건조한 겨울.혼자라면.가습기 빵빵 틀고.피부위해 집콕하겠지만.남자셋 쫓아다니느라.매서운 바람에 피부쩍쩍인 애미.누가봐도 고관심은 탄력인듯.여행 중. 여행 후.붙이고 있다 뗄 체력도 없다면.바르고 자는 팩이 최고...#아리따움 #파우치팩 #추천 #뷰티스타그램 #화장품 #뷰스타그램 #팩 #홈케어 #피부 #관리하는여자 #초딩맘 #아들맘 #젊줌마,65,14,"(1, 'jessicalounge96', '잘보구 가용 ^^'), (2, 'refines2', '굿~ 잘보고갑니다!'), (3, 'yoom_6009', '구경잘하고갑니다 ^^'), (4, 'nepakids.official', '발도장 찍고 갈게요~ 💕'), (5, 'blanckorea_', '멋진사진이네용'), (6, 'divine_baby_', '사진잘봤어요~😄'), (7, 'mpro_01', '😇'), (8, 'beauty_theqoo', '뷰티더쿠들 모이시오! 뷰티더쿠에서 뷰티 정보와 이벤트 정보를 받아볼 수 있다고 하지 않소.'), (9, 'onsaemeein_official', '서로 소통해요~ 선팔하고가요~'), (10, 'jede_konnen_official', '사진 느낌 좋아요 ㅎ.ㅎ'), (11, 'andeunhyee', '사진 잘 보고갑니다!! 놀러오세요 👋'), (12, 'limjua', '그뤠잇👍🏻'), (13, '_sophiamor_', '😊😊'), (14, 'gramkorea', '소통해요👻')",2017-12-11 06:33,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#피부관리', '#아리따움', '#파우치팩', '#추천', '#뷰티스타그램', '#화장품', '#뷰스타그램', '#팩', '#홈케어', '#피부', '#관리하는여자', '#초딩맘', '#아들맘', '#젊줌마'"
luv__sjja,"아리따움에서 무료로 피부측정했는데 유분,보습,탄력이 부족하다네 도대체가 좋은거 발라도 이딴 결과가 나오네 🤨 근데 무료로 측정도 해주로 샘플도 저래 많이 주고 👍🏻",92,16,"(1, 'luv__sjja', '#일상 #소통 #화장품 #아이오페 #샘플 #피부측정 #건조한피부 #셀피 #데일리 #ootd #selfie #daily #피부 #화장품추천좀 #맞팔 #서면 #서면2번가 #아리따움'), (2, 'juliet_academy', 'Wonderful~'), (3, 'beautiful_fromsui', '해운대속눈썹이벤트 구경오세요 :)'), (4, 'skin.in', '피드가 인상깊네요~ 소통해요!'), (5, 'maisondor_', '인스타 잘 보고가요 :-)'), (6, 'refines2', '피드가 예뻐요♥'), (7, 'froming_', '언니야 꿀피부자네~ ❤️'), (8, 'mpro_01', '😺✋'), (9, 'sbeauty_c', '구경잘하고갑니다 ^^'), (10, 'rameu_acc', '구경잘하고갑니다 ^^'), (11, 'cebu_ace_crab', '인친하고 소통하면서 지내요~'), (12, 'tattoo_making', '구경 잘하구 가요 또올게요 :)'), (13, 'divine_baby_', '소통해요😃'), (14, 'imclub0502', '느낌있는 사진 좋아요✨'), (15, 'dawonnn', '또 놀러올게요! 😄'), (16, 'gimgoon_company', '소통해요 ☺')",2017-12-11 06:21,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,
tara00126,머쓱; 막 섞어발랐는데 이뻐보인당 ㅂㄷ#디올립글로우 #디올 #디올립글로우코랄 #이니스프리 #리얼벨벳립스틱 #햇살닮은튤립레드 #아리따움 #원더스테이스틱틴트 #체리코크 #립 #lip,30,2,"(1, 'beautyobling', 'amazingggg♥'), (2, 'wessenkorea', '예쁘당!')",2017-12-11 06:07,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#디올립글로우', '#디올', '#디올립글로우코랄', '#이니스프리', '#리얼벨벳립스틱', '#햇살닮은튤립레드', '#아리따움', '#원더스테이스틱틴트', '#체리코크', '#립', '#lip'"
km04717,#어쩐담#궁딩이#똥꼬#사룽#너무귀엽잖아#숨막혀😵#사랑이다#멍똥꼬#포메#아리따움#아따#부지견#식사중,74,4,"(1, '1111hj727', '헐ㅋㅋㅋㅋ'), (2, 'sboni_korea', 'Good!'), (3, 'muxicun', 'Looks goodly'), (4, 'gimgoon_company', '사진분위기좋아요~')",2017-12-11 05:17,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#어쩐담', '#궁딩이', '#똥꼬', '#사룽', '#너무귀엽잖아', '#숨막혀😵', '#사랑이다', '#멍똥꼬', '#포메', '#아리따움', '#아따', '#부지견', '#식사중'"
kawa_river,"💛진짜 이거 대박💛누드,살구빛 블러셔 좋아하시는 분 이거 써보세용 아이섀도우인데 블러셔로 굿입니당..#메이크업 #화장품 #아리따움 #모노아이즈 #마젠타 #섀도우 #블러셔 #블러셔추천 #makeup #daily",28,9,"(1, 'cho_vely__', '사줘라 사줘'), (2, 'kawa_river', '@cho_vely__ 아라따 돈벌면 로드샵 털어서 보내줄게'), (3, 'kawa_river', '@cho_vely__ 아냐 한국오면 사줄게'), (4, '1a_ai', '놀래라 승현이아닌줄알엇네'), (5, 'kawa_river', '@1a_ai 헣 이거 써바 짱예야 ㅎㅎㅎㅎㅎ'), (6, 'eunhee_2015', '구경잘하고가요^^'), (7, 'kawa_river', '@eunhee_2015 😀😗'), (8, 'loveling_bling', '🙈🙈'), (9, 'hibilng', '^^')",2017-12-11 05:17,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#메이크업', '#화장품', '#아리따움', '#모노아이즈', '#마젠타', '#섀도우', '#블러셔', '#블러셔추천', '#makeup', '#daily'"
km04717,#요것들#작당모의#어떤사고를쳐볼까#미용#귀요미#수박턱받이#두손맞주잡고#아리따움#아따#부자견#포메#사랑둥이,73,5,"(1, 'shoegather', '사진이 너무 예쁘네요! 소통해요!'), (2, 'fragro_diner', '괜찮은사진 많네영 소통해영'), (3, 'vivi_4524', '들렀다갑니당 ~ ㅎ'), (4, 'dubuuuuu', '😋'), (5, 'kkimna_hyeon', '오늘 하루도 힘! 🌿')",2017-12-11 05:13,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#요것들', '#작당모의', '#어떤사고를쳐볼까', '#미용', '#귀요미', '#수박턱받이', '#두손맞주잡고', '#아리따움', '#아따', '#부자견', '#포메', '#사랑둥이'"
kwon9179,#쿠폰 #아리따움 #생필품 #저렴 #아이라이너 #오늘은 #지름신 #화장품 #월요일 #헬요일 이쯤 되면 #아리따움덕후 ?ㅋㅋㅋㅋㅋ#직원 언니의 센스 ..수분진정크림 꺄~ 크림이 마침 댕강댕강하지요.,42,9,"(1, 'lulugundae', '문신은 의료행위가 아닙니다. 합법화를 위해 우리들의 힘을 모으고 있습니다. 1000명 집단헌법소원에 참여해주세요~'), (2, 'youngmassal', 'Have a nice day~^^'), (3, 'ga_ryeong0719', '우와~ 사진좋아요 소통해도 될까요?'), (4, 'kwon9179', '@ga_ryeong0719 네'), (5, 'letmestory7', '피드 느낌 너무 좋네용~ 소통하며 지내욥!'), (6, 'heezfactory', '우리 자주 봐요:)'), (7, 'kwon9179', '@heezfactory 네 자주뵈요'), (8, '7hands_', '사진이 너무 예쁘네요! 소통해요! 우리~'), (9, 'sbeauty_c', '제인스타도놀러오셔요~!')",2017-12-11 04:52,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#쿠폰', '#아리따움', '#생필품', '#저렴', '#아이라이너', '#오늘은', '#지름신', '#화장품', '#월요일', '#헬요일', '#아리따움덕후', '#직원'"
a_yeoni___,저번에 정우님께 받은 버밀리온 이제야 사용해 보내요!😭👉🏻 사용한 제품 👈🏻#에뛰드하우스 캐시미어 핏 아이즈[ OR201 피치허니 휘핑크림 ]#미샤 모던 섀도우[ SOR01 버밀리온 ]#아리따움 모노아이즈[ G10 이탈리안잡 ]#이니스프리 미네랄 싱글 섀도우[ 8 별빛 부서지는 거리 ]#삐아 라스트 오토 젤 아이라이너[ R4 로즈 번 ]#미샤 더 스타일 마스카라[ 4D ]#삐아 라스트 펜 아이라이너 FX#렌시스 멜리아이 판타지 그레이,153,3,"(1, 'a_yeoni___', '#뷰스타그램#코덕#코스메틱#fff#소통#일상#발색#인스타그램#맞팔#소통#데일리#뷰티블로거 #데일리#화장품#motd#makeup#beauty#etudehouse#etude#eotd#eye#eyemqkeup'), (2, 'yangzungwoo2', '역시역시 아연님 눈 넘 예쁘세요💕💕 제주인찾아간느낌같아옹 헤헤☺️☺️'), (3, 'eatitgetit', '너무 예뻐요 😍')",2017-12-11 04:27,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#에뛰드하우스', '#미샤', '#아리따움', '#이니스프리', '#삐아', '#미샤', '#삐아', '#렌시스'"
051.625.1669,"#아리따움 #용호아씨점Weekly Beauty Alive 결점없이 완벽하게, 쿠션하라!4대 브랜드 #쿠션 전품목 30% OFF2017.12.11 ~ 2017.12.17#aritaum #부산아리따움 #용호동아리따움 #daily #Beauty #skincare #makeup#쿠션추천 #대세쿠션 #아이오페 #라네즈 #한율 # 마몽드",7,1,"(1, 'beautyobling', '굿굿!!!')",2017-12-11 04:19,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#용호아씨점Weekly', '#쿠션', '#aritaum', '#부산아리따움', '#용호동아리따움', '#daily', '#Beauty', '#skincare', '#makeup', '#쿠션추천', '#대세쿠션', '#아이오페', '#라네즈', '#한율'"
__n_ju,몰라..한정판이래...🤭,70,9,"(1, '__n_ju', '#아리따움 #드리미홀리데이아이섀도우팔레트 #화장품 #영롱 #일상 #데일리 #아이폰 #daily #day #iphone #pic #aritaum #cosmetics'), (2, 'ji_mini_6610', '헐 드디어구입??????\U0001f929ㅋㅋㅋㅋㅋㅋㅋㅋ'), (3, '__n_ju', '@ji_mini_6610 웅 알림떠서 초스피드로삿엌ㅋㅋㅋㅋㅋ'), (4, 'pexxtal', '나도살래'), (5, '2_eungdo', ""ㅋㅋㅋ요새 남주's 리뷰 장난아니네~~""), (6, '__n_ju', '@pexxtal 사세요두번사세요〰️'), (7, '__n_ju', '@2_eungdo 예뿌징ㅋㅋㅋ ㅋ사세요사세요〰️'), (8, 'asmr.min', '😆 사진 너무 좋네요 😶'), (9, 'beautyobling', '제인스타두 놀러오세엿! 🙋')",2017-12-11 04:00,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,
eun9991,"최근에 산 영롱보스들🔮✨💫왼쪽부터 순서대로 일광, 홍시냠냠, 플레이모드 🌕일광- 삐아 피그먼트 중 색광을 발라보고 반해서 산 제품이다. 일광은 색광보다 펄감이 더 영롱하다. 은펄이 자글자글해서 조명 받으면 정말 은하수같은 느낌✨ 피그먼트 치고 밀착력이 좋은 제품이다. 🍅홍시냠냠- 코랄핑크 베이스에 금펄이 주를 이루는 글리터 섀도우이다. 좀 유명하기도 해서 사봤다 ㅋㅋ 집 와서 제대로 발색해보니 지른거 만족스러움ㅋㅋ 밀착력도 좋고 발색도 한번 발라도 저정도로 잘된다😍 💜플레이모드-색감이 특이해서 사본 제품. 붉은색+보라색이 섞인 베이스에 연보라펄과 연핑크 은펄이 섞여있다. 쿨한 느낌의 보라색 펄은 아님. 보라색이나 붉은 느낌의 눈화장을 했을때 마지막으로 올려주면 예쁠 것 같당😆샤인픽스 너무 좋아해서 이제 샤인픽스 아이즈 거의 다 있다😩",49,6,"(1, 'eun9991', '#펄섀도우#글리터섀도우 #홍시냠냠#일광#삐아#이니스프리#아리따움#샤인픽스아이즈 #플레이모드#발색#비교발색#바세린광 #코덕#코덕스타그램#취미#덕질#덕질스타그램'), (2, 'ioois', '인스타 잘보고가요!😺'), (3, 'hibilng', '👍👍👍'), (4, 'fantaskin_boy', '자주소통해요'), (5, 'eat4u_', '굿굿~!'), (6, 'arihwa_', '인친하고싶어요😊')",2017-12-11 03:50,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,
qor0604,내사랑리트리버 회원들 출동~~수요일 8시 본방사수#아리따움 #씨엔블루 #이정신 #반려견#심바 #내사리회원들출연#내사랑리트리버#삐삐#세상#아람#타이오#로니#출연#멍스타스램#개스타그램🐶다음주 방송 데뷔합니다. 내사랑리트리버/촬영도움#tvn #대화가필요한개냥#다이어트가필요한개냥,2443,11,"(1, 'sunny_7171', '요일이랑 시간 채널알려주세요~~'), (2, 'qor0604', '@sunny_7171 수요일요 8시 tvn..ㅇㅅ'), (3, 'qor0604', '요에요 ㅋㅋ'), (4, 'nini8244', '본방사수~~!!!!'), (5, 'kimchi6219', '심바 출현하네여 ㅋㅋ'), (6, 'bori.world', '아 재밋겟다!!ㅋㅋㅋ기대되요'), (7, 'qor0604', '@bori.world 네 ㅋㅋ 이판사판개판운동회에요 ㅎㅎ'), (8, 'pphhyy0405', '@mocagolden'), (9, '_tao_world_beer', '너무 재밌겠다~본방사수!!'), (10, 'mocagolden', '@jj7277'), (11, 'jj7277', '@mocagolden 대애박 심바!!')",2017-12-11 03:34,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#아리따움', '#씨엔블루', '#이정신', '#반려견', '#심바', '#내사리회원들출연', '#내사랑리트리버', '#삐삐', '#세상', '#아람', '#타이오', '#로니', '#출연', '#멍스타스램', '#개스타그램🐶다음주', '#tvn', '#대화가필요한개냥', '#다이어트가필요한개냥'"
moonstar_c,#셀프네일 #아리따움 #모디 #모디젤네일디자인팁 #겨울네일 #modi #selfnail #젤네일디자인팁15호 #심플네일 #이륙전  후..겨울이라 까칠까칠 .. 거친내손... 15호 알라킷❤️,30,3,"(1, 'dubuuuuu', '😋'), (2, 'jihoon.kim.31', '문경이 어디로가니'), (3, 'boliiiiiiiiii', '예뻐요 사고 싶어요! 소통해요')",2017-12-11 02:45,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#셀프네일', '#아리따움', '#모디', '#모디젤네일디자인팁', '#겨울네일', '#modi', '#selfnail', '#젤네일디자인팁15호', '#심플네일', '#이륙전'"
hanyulofficial,아침부터 밤까지 10시간 #찰기보습 #쌀진액스킨 라인이 오래오래내 피부에 촉촉함을 지켜줘요._#쌀진액스킨 #쌀진액에멀젼 #쌀진액보습크림 #진한보습 #찰기보습 #10시간보습 #촉촉 #인생템 #한율 #HANYUL #아리따움 #뷰스타그램 #스킨추천 #에멀젼추천 #크림추천 #자연주의 #SkinSoftner #Emulsion #MoistureCream #kbeauty,288,4,"(1, 'pingping_insta', '광고하러왔다가 사진이 좋아서 그냥 가요♥ (츤데레..)'), (2, '_christina_hansen_', 'The most beautiful brand I know!'), (3, '2ndcomhome', '다녀갑니다'), (4, 'hhikihiki', 'hi how much this set')",2017-12-11 02:35,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/25011926_1419760861467719_7773543226941636608_n.jpg,"'#찰기보습', '#쌀진액스킨', '#쌀진액스킨', '#쌀진액에멀젼', '#쌀진액보습크림', '#진한보습', '#찰기보습', '#10시간보습', '#촉촉', '#인생템', '#한율', '#HANYUL', '#아리따움', '#뷰스타그램', '#스킨추천', '#에멀젼추천', '#크림추천', '#자연주의', '#SkinSoftner', '#Emulsion', '#MoistureCream', '#kbeauty'"
